Temperature,Humidity,Light,Gas,Weather_Current,Weather_1H_Ahead
31.54,56.34,52545.05,333.91,Cerah,Cerah
31.39,45.31,73260.25,239.65,Cerah,Cerah
27.49,87.65,9907.21,665.66,Mendung,Mendung
33.23,44.7,58069.93,271.59,Cerah,Cerah
27.15,75.58,3600.85,617.12,Mendung,Cerah
26.58,85.98,5888.6,717.6,Mendung,Hujan
30.14,50.76,53079.9,490.51,Cerah,Cerah
28.92,60.0,26068.28,507.37,Berawan,Mendung
31.78,49.48,46484.16,188.39,Cerah,Cerah
34.69,51.34,84306.95,714.96,Cerah,Cerah
25.64,91.72,1693.28,785.63,Hujan,Hujan
28.25,61.33,22177.43,744.6,Berawan,Cerah
27.66,70.94,2221.64,233.55,Mendung,Berawan
31.95,69.2,25611.77,372.67,Berawan,Berawan
25.8,95.06,879.66,434.85,Hujan,Hujan
31.71,59.76,35373.88,565.86,Berawan,Berawan
24.9,90.0,1911.97,148.03,Hujan,Hujan
22.04,97.13,592.86,545.29,Hujan,Mendung
23.14,90.26,139.14,128.74,Hujan,Hujan
28.64,86.93,7374.49,672.52,Mendung,Mendung
30.22,57.13,38925.29,501.3,Berawan,Cerah
33.08,56.58,66627.01,499.6,Cerah,Cerah
28.11,56.67,23126.96,264.82,Berawan,Hujan
22.0,98.23,137.47,630.47,Hujan,Mendung
29.51,60.93,36683.4,799.56,Berawan,Berawan
35.7,57.04,67247.53,709.63,Cerah,Cerah
30.99,50.48,56152.6,680.44,Cerah,Cerah
35.89,53.02,82965.49,236.65,Cerah,Berawan
30.42,42.02,41093.31,166.11,Cerah,Cerah
33.95,56.69,73503.53,121.77,Cerah,Cerah
25.51,79.92,5148.6,595.87,Mendung,Berawan
22.54,95.61,1645.95,188.07,Hujan,Mendung
25.63,87.03,375.64,633.36,Hujan,Hujan
27.3,71.22,1278.38,600.09,Mendung,Mendung
35.12,54.75,92932.34,403.72,Cerah,Berawan
30.95,40.43,87093.48,152.36,Cerah,Mendung
28.8,82.07,9128.37,378.51,Mendung,Hujan
22.54,93.93,751.21,258.18,Hujan,Hujan
23.95,88.24,1019.04,769.62,Hujan,Hujan
28.12,66.72,27833.92,749.98,Berawan,Cerah
33.43,41.7,75843.93,580.61,Cerah,Cerah
32.59,59.33,67132.91,199.95,Cerah,Cerah
33.92,58.77,92272.27,636.25,Cerah,Berawan
34.47,51.34,58331.87,254.56,Cerah,Berawan
31.39,47.55,87525.06,469.65,Cerah,Cerah
30.86,61.54,18686.28,466.59,Berawan,Cerah
33.42,54.77,48491.27,717.73,Cerah,Cerah
31.85,63.32,28032.48,596.86,Berawan,Hujan
27.04,78.91,9702.72,499.84,Mendung,Hujan
34.65,53.12,68299.79,500.14,Cerah,Cerah
23.78,98.97,1041.52,585.96,Hujan,Berawan
30.82,59.97,19907.58,404.12,Berawan,Cerah
30.98,45.03,52884.01,612.16,Cerah,Cerah
22.16,99.19,1995.09,759.7,Hujan,Hujan
24.3,95.21,745.33,353.37,Hujan,Mendung
31.74,62.36,30580.5,521.83,Berawan,Berawan
25.29,82.69,7159.47,473.64,Mendung,Mendung
30.01,52.73,43068.12,280.33,Cerah,Cerah
26.2,72.7,4803.06,163.68,Mendung,Mendung
24.73,88.13,977.36,737.24,Hujan,Mendung
26.76,84.96,8559.44,749.93,Mendung,Mendung
25.34,79.29,8586.14,289.14,Mendung,Hujan
32.62,40.48,95465.73,107.4,Cerah,Cerah
24.56,98.16,894.45,737.71,Hujan,Hujan
25.25,87.42,2666.27,257.75,Mendung,Mendung
29.27,71.18,36264.66,311.73,Berawan,Mendung
25.66,82.86,8288.74,763.18,Mendung,Mendung
31.38,54.45,83202.19,548.8,Cerah,Cerah
22.03,87.53,1203.51,600.07,Hujan,Hujan
25.21,90.23,1540.46,123.61,Hujan,Hujan
30.93,66.75,23487.6,631.34,Berawan,Cerah
35.3,49.46,71181.1,233.4,Cerah,Cerah
28.41,82.91,1402.95,479.52,Mendung,Cerah
33.97,48.19,93724.76,213.8,Cerah,Mendung
31.32,46.08,47778.19,274.07,Cerah,Berawan
26.53,89.64,8063.76,613.44,Mendung,Berawan
25.88,93.46,1607.43,619.42,Hujan,Hujan
25.42,85.79,5790.98,304.6,Mendung,Mendung
23.96,87.0,560.83,304.19,Hujan,Hujan
26.71,72.44,4880.8,403.78,Mendung,Mendung
29.62,59.41,32874.49,479.73,Berawan,Cerah
31.55,40.75,74991.71,260.97,Cerah,Cerah
32.16,52.79,95331.98,206.19,Cerah,Cerah
32.0,41.9,73566.39,178.95,Cerah,Cerah
26.24,76.6,2706.3,664.8,Mendung,Mendung
22.35,85.55,1278.55,306.01,Hujan,Berawan
31.75,56.7,21567.93,149.72,Berawan,Cerah
30.16,62.45,27067.14,420.68,Berawan,Berawan
33.48,45.65,56740.5,383.48,Cerah,Mendung
24.67,91.39,1977.3,207.26,Hujan,Mendung
24.81,91.52,893.7,632.14,Hujan,Mendung
28.68,70.5,13891.19,417.63,Berawan,Berawan
27.24,89.85,7806.11,125.12,Mendung,Mendung
31.47,70.89,38882.22,150.32,Berawan,Cerah
25.59,88.08,462.31,125.58,Hujan,Mendung
26.26,88.82,8645.66,690.57,Mendung,Mendung
22.87,98.4,331.3,540.74,Hujan,Mendung
28.05,65.84,23786.89,449.28,Berawan,Cerah
31.63,55.36,91175.46,645.22,Cerah,Cerah
23.96,93.15,631.88,479.92,Hujan,Mendung
29.1,66.94,30275.24,409.9,Berawan,Berawan
27.74,75.8,2813.18,285.65,Mendung,Berawan
31.27,44.77,95057.99,154.68,Cerah,Cerah
31.61,45.73,42762.03,300.25,Cerah,Cerah
28.85,79.97,6542.52,334.41,Mendung,Mendung
32.5,58.55,73987.1,731.35,Cerah,Mendung
24.32,87.07,179.28,365.74,Hujan,Hujan
22.48,99.65,455.17,411.69,Hujan,Mendung
25.82,91.76,346.63,176.84,Hujan,Hujan
23.76,89.38,395.25,570.65,Hujan,Berawan
29.38,68.88,36526.22,430.48,Berawan,Berawan
22.13,98.36,1148.35,173.38,Hujan,Mendung
25.68,84.12,2318.53,649.57,Mendung,Berawan
27.46,87.41,5121.12,607.01,Mendung,Hujan
22.69,89.52,1498.86,214.68,Hujan,Mendung
26.96,76.41,2730.32,316.63,Mendung,Hujan
29.79,74.12,31685.63,679.8,Berawan,Cerah
23.0,90.57,283.71,258.52,Hujan,Hujan
23.83,94.7,1547.56,261.78,Hujan,Hujan
29.9,62.99,31654.29,767.1,Berawan,Berawan
22.37,91.87,849.51,706.94,Hujan,Mendung
28.56,89.58,5448.47,755.86,Mendung,Cerah
25.73,91.46,1863.47,334.98,Hujan,Hujan
25.02,82.62,6530.04,231.62,Mendung,Hujan
22.14,96.88,1779.14,580.23,Hujan,Mendung
23.49,95.86,1049.97,499.4,Hujan,Hujan
28.9,75.42,7327.26,749.93,Mendung,Mendung
24.71,96.58,999.11,532.41,Hujan,Mendung
24.11,92.76,1197.97,624.52,Hujan,Hujan
25.46,96.53,314.91,656.86,Hujan,Hujan
23.61,96.24,238.67,561.68,Hujan,Hujan
31.88,72.3,28023.76,590.61,Berawan,Cerah
27.6,71.82,6195.42,203.08,Mendung,Mendung
30.47,57.62,20295.29,573.05,Berawan,Cerah
32.37,52.12,75863.41,655.07,Cerah,Cerah
32.48,47.47,72192.15,417.35,Cerah,Berawan
33.47,50.3,81142.43,554.67,Cerah,Cerah
34.57,47.51,74073.89,414.76,Cerah,Berawan
25.93,73.79,3053.1,743.74,Mendung,Mendung
31.42,49.67,65748.97,152.43,Cerah,Cerah
22.87,91.94,1248.06,337.42,Hujan,Mendung
31.7,63.76,37041.27,714.52,Berawan,Berawan
28.0,72.51,7954.94,265.85,Mendung,Mendung
24.51,94.6,1211.98,224.42,Hujan,Berawan
24.88,98.23,1315.17,147.04,Hujan,Mendung
24.91,90.17,1372.9,280.46,Hujan,Mendung
23.66,96.44,1810.59,565.37,Hujan,Mendung
28.47,83.72,4433.46,189.41,Mendung,Hujan
30.48,55.2,66688.18,608.33,Cerah,Cerah
34.91,53.2,77859.47,392.74,Cerah,Cerah
22.3,88.03,1349.65,410.45,Hujan,Mendung
22.39,89.91,358.66,209.46,Hujan,Hujan
25.09,95.51,364.98,560.42,Hujan,Hujan
28.22,66.94,22835.22,331.44,Berawan,Cerah
33.17,56.52,67786.88,294.92,Cerah,Cerah
31.24,48.66,78796.43,290.35,Cerah,Cerah
24.51,98.42,1695.25,276.87,Hujan,Mendung
28.29,88.62,6610.94,340.55,Mendung,Berawan
28.55,85.03,4805.82,462.01,Mendung,Mendung
23.83,89.87,447.49,200.22,Hujan,Hujan
30.53,42.07,75080.24,581.75,Cerah,Cerah
27.88,80.22,6438.82,422.63,Mendung,Hujan
24.19,98.82,1841.58,744.36,Hujan,Berawan
33.02,46.32,83754.41,712.32,Cerah,Mendung
25.29,84.07,4622.74,744.03,Mendung,Mendung
23.72,92.41,204.91,768.25,Hujan,Mendung
29.8,68.44,27506.71,468.03,Berawan,Cerah
28.08,60.46,23473.31,238.56,Berawan,Cerah
34.78,55.08,42156.32,376.31,Cerah,Mendung
26.3,86.34,4679.14,328.74,Mendung,Mendung
27.99,81.57,8501.61,236.95,Mendung,Berawan
23.76,86.83,1040.84,124.07,Hujan,Hujan
25.8,91.98,1432.03,615.92,Hujan,Hujan
33.11,55.58,73724.69,795.44,Cerah,Cerah
32.11,48.22,41102.3,289.37,Cerah,Berawan
25.14,80.32,6348.41,350.39,Mendung,Hujan
32.36,52.32,47454.2,505.65,Cerah,Cerah
32.04,50.12,49715.38,560.67,Cerah,Mendung
28.99,75.27,3512.17,751.47,Mendung,Cerah
28.56,74.7,1657.65,512.54,Mendung,Hujan
34.47,44.16,92568.39,468.05,Cerah,Berawan
31.09,59.47,12425.4,712.45,Berawan,Mendung
33.62,49.87,42404.15,789.03,Cerah,Cerah
27.5,89.73,5802.31,179.17,Mendung,Hujan
27.96,88.32,5119.43,549.98,Mendung,Berawan
25.66,81.66,9997.42,205.37,Mendung,Hujan
26.04,89.39,7612.38,589.72,Mendung,Hujan
30.73,59.23,11191.87,203.04,Berawan,Hujan
30.86,43.03,65966.29,516.98,Cerah,Cerah
23.77,86.07,840.35,619.12,Hujan,Mendung
29.24,69.95,32426.99,462.45,Berawan,Berawan
35.03,58.11,57845.15,151.75,Cerah,Cerah
35.63,58.35,93248.14,537.8,Cerah,Berawan
35.94,53.53,94051.29,642.41,Cerah,Cerah
31.03,57.45,76786.97,210.04,Cerah,Mendung
31.95,60.4,29911.17,182.81,Berawan,Berawan
34.28,56.34,50896.84,359.66,Cerah,Mendung
29.85,59.08,10719.68,491.4,Berawan,Cerah
30.58,57.32,12779.09,562.01,Berawan,Berawan
27.54,79.62,7486.44,756.87,Mendung,Mendung
28.86,65.33,32080.52,489.79,Berawan,Mendung
33.51,42.67,66631.55,415.54,Cerah,Mendung
30.05,60.07,39629.79,304.05,Berawan,Berawan
28.76,71.14,29724.82,234.92,Berawan,Berawan
22.3,97.49,170.02,277.24,Hujan,Hujan
22.99,95.9,1984.44,169.42,Hujan,Mendung
29.88,71.02,23820.97,144.0,Berawan,Mendung
31.06,45.85,73080.25,323.45,Cerah,Cerah
30.16,47.86,71548.76,458.18,Cerah,Cerah
23.44,96.98,1095.67,500.47,Hujan,Hujan
24.59,85.18,731.45,375.46,Hujan,Mendung
31.16,57.92,32154.5,565.95,Berawan,Berawan
29.7,70.11,28152.14,582.04,Berawan,Cerah
35.67,42.83,78570.0,367.39,Cerah,Mendung
34.94,57.58,80912.38,478.75,Cerah,Mendung
25.63,89.25,1808.91,653.57,Hujan,Hujan
31.87,70.06,34334.88,122.98,Berawan,Berawan
28.55,87.88,4022.35,530.55,Mendung,Hujan
25.27,96.01,467.28,293.72,Hujan,Hujan
29.45,69.46,16016.81,242.5,Berawan,Cerah
28.8,77.93,9586.78,194.5,Mendung,Mendung
30.8,65.54,30174.4,685.08,Berawan,Cerah
26.14,72.39,1925.28,154.24,Mendung,Mendung
29.82,65.77,29040.57,770.12,Berawan,Berawan
31.44,55.7,33621.2,387.94,Berawan,Mendung
32.47,43.31,52244.38,585.38,Cerah,Mendung
27.9,71.67,6708.58,700.65,Mendung,Mendung
28.45,86.62,3538.38,483.42,Mendung,Berawan
32.35,44.82,43876.28,470.9,Cerah,Cerah
22.6,99.11,100.85,628.99,Hujan,Mendung
32.72,43.12,97451.63,645.12,Cerah,Berawan
24.34,85.71,1474.81,569.25,Hujan,Mendung
31.27,50.08,80833.29,273.23,Cerah,Cerah
35.44,45.54,99011.29,198.5,Cerah,Cerah
25.98,98.67,520.88,139.31,Hujan,Mendung
30.96,74.37,23664.14,680.67,Berawan,Hujan
31.1,40.44,83200.48,392.59,Cerah,Cerah
23.43,87.87,1726.97,717.85,Hujan,Mendung
23.39,91.84,1159.72,580.36,Hujan,Mendung
24.21,90.35,949.88,775.86,Hujan,Mendung
25.0,93.58,693.15,622.05,Hujan,Mendung
30.3,57.2,85678.48,251.38,Cerah,Cerah
28.11,81.13,6811.83,109.46,Mendung,Berawan
27.49,77.15,8599.65,417.31,Mendung,Mendung
24.76,98.54,1932.72,685.22,Hujan,Mendung
25.35,90.6,1761.7,249.34,Hujan,Mendung
24.12,94.14,1257.79,608.57,Hujan,Hujan
30.23,57.26,20843.04,561.73,Berawan,Berawan
34.45,59.71,42058.33,129.85,Cerah,Cerah
28.08,69.46,10974.6,516.69,Berawan,Berawan
25.63,80.66,2482.98,400.64,Mendung,Mendung
25.01,88.29,1046.82,677.23,Hujan,Hujan
33.25,54.31,73403.94,698.32,Cerah,Mendung
33.74,53.33,72790.82,243.68,Cerah,Berawan
28.17,64.25,22568.23,645.54,Berawan,Berawan
24.43,90.36,1572.55,556.16,Hujan,Mendung
25.65,94.79,1570.22,350.85,Hujan,Mendung
26.91,84.76,2251.02,408.05,Mendung,Mendung
31.01,58.83,59200.29,333.77,Cerah,Berawan
34.19,41.36,63138.16,307.0,Cerah,Cerah
31.24,46.43,67929.22,760.24,Cerah,Mendung
28.98,71.78,21276.49,472.52,Berawan,Mendung
28.14,75.47,9206.37,168.26,Mendung,Hujan
35.24,55.47,44871.44,703.45,Cerah,Cerah
31.76,72.53,13077.04,374.91,Berawan,Berawan
22.14,89.94,1870.02,614.65,Hujan,Mendung
30.26,57.29,39909.72,397.89,Berawan,Berawan
34.46,44.34,43670.31,209.14,Cerah,Cerah
22.0,85.59,1956.84,269.65,Hujan,Hujan
31.12,67.19,30989.19,686.71,Berawan,Mendung
24.98,97.9,507.97,383.38,Hujan,Hujan
24.04,93.35,881.38,422.24,Hujan,Mendung
25.23,99.44,1894.38,198.76,Hujan,Mendung
24.74,91.77,896.74,150.81,Hujan,Berawan
28.46,56.69,35225.01,398.91,Berawan,Berawan
28.65,62.46,36834.75,244.22,Berawan,Berawan
28.6,89.92,8428.74,691.41,Mendung,Berawan
23.46,95.21,1510.11,669.39,Hujan,Mendung
22.13,99.1,1794.94,474.87,Hujan,Hujan
22.21,93.23,646.5,314.74,Hujan,Mendung
25.81,72.22,7757.48,591.62,Mendung,Hujan
25.15,98.58,1207.66,386.95,Hujan,Hujan
25.17,72.78,1711.29,512.21,Mendung,Berawan
22.81,95.02,446.71,529.42,Hujan,Mendung
25.28,93.15,1072.34,138.47,Hujan,Hujan
28.95,82.85,8982.89,240.24,Mendung,Berawan
35.93,46.66,75119.83,645.58,Cerah,Mendung
25.09,89.99,1679.69,292.2,Hujan,Hujan
29.9,56.1,38271.5,152.37,Berawan,Berawan
28.55,79.95,8651.35,272.95,Mendung,Berawan
35.38,52.45,98402.96,425.51,Cerah,Berawan
31.1,62.88,21520.37,172.02,Berawan,Mendung
29.87,57.85,33992.88,356.67,Berawan,Berawan
28.31,72.85,17393.03,144.77,Berawan,Berawan
28.86,74.0,1857.27,183.58,Mendung,Hujan
34.0,47.7,88152.54,616.97,Cerah,Berawan
22.8,85.61,1027.6,415.44,Hujan,Mendung
28.51,80.63,6431.49,162.96,Mendung,Mendung
33.65,57.52,93026.65,175.95,Cerah,Cerah
32.85,46.73,95232.15,108.4,Cerah,Cerah
25.74,97.76,1965.62,539.6,Hujan,Mendung
26.57,80.51,5992.11,377.44,Mendung,Mendung
30.4,60.68,36416.45,329.08,Berawan,Cerah
24.49,87.68,1538.08,133.33,Hujan,Hujan
24.94,85.12,1124.54,655.64,Hujan,Mendung
24.41,94.09,793.55,733.13,Hujan,Hujan
28.98,66.21,10652.17,464.4,Berawan,Berawan
31.05,69.42,39914.48,281.57,Berawan,Berawan
32.6,43.9,96033.55,173.17,Cerah,Berawan
32.36,57.03,94375.25,454.46,Cerah,Cerah
31.5,64.76,16749.44,128.85,Berawan,Berawan
27.75,87.0,3899.58,327.51,Mendung,Mendung
35.22,40.5,67496.82,147.2,Cerah,Mendung
31.17,64.77,14263.81,719.15,Berawan,Berawan
25.03,80.47,9293.62,668.45,Mendung,Hujan
29.49,56.37,21087.23,424.97,Berawan,Berawan
25.9,87.48,3370.98,243.74,Mendung,Mendung
33.07,59.58,47458.28,360.91,Cerah,Mendung
30.88,67.86,25592.27,577.26,Berawan,Berawan
30.87,62.44,15980.94,481.4,Berawan,Hujan
30.51,70.69,29444.4,623.74,Berawan,Mendung
31.61,42.65,71987.29,575.75,Cerah,Cerah
30.42,59.61,76977.51,228.42,Cerah,Cerah
24.67,97.82,1884.52,505.99,Hujan,Mendung
30.78,45.82,92137.55,733.12,Cerah,Cerah
28.79,87.69,2931.01,543.84,Mendung,Hujan
25.77,83.15,2047.3,679.96,Mendung,Berawan
28.99,72.99,37324.73,760.32,Berawan,Berawan
25.52,72.08,4714.45,774.58,Mendung,Mendung
28.04,87.45,3532.02,166.65,Mendung,Mendung
31.61,50.64,76411.59,442.15,Cerah,Cerah
28.51,56.99,34508.26,657.72,Berawan,Berawan
24.39,98.05,1792.58,414.33,Hujan,Mendung
26.85,74.42,7648.58,119.3,Mendung,Mendung
33.86,51.75,93747.57,557.23,Cerah,Cerah
24.96,89.74,293.6,352.16,Hujan,Mendung
34.92,58.46,65856.2,789.29,Cerah,Cerah
29.88,61.62,32648.21,330.55,Berawan,Cerah
35.68,57.76,86154.54,293.35,Cerah,Cerah
28.89,56.33,18127.65,378.41,Berawan,Berawan
31.56,51.64,66622.65,115.43,Cerah,Cerah
23.01,86.71,367.71,697.49,Hujan,Hujan
28.46,88.52,1214.25,136.09,Mendung,Hujan
24.65,91.97,1298.12,414.72,Hujan,Mendung
22.41,86.89,1960.39,571.69,Hujan,Hujan
24.43,92.71,375.22,617.49,Hujan,Hujan
26.14,84.61,3491.02,600.27,Mendung,Mendung
29.38,55.14,22104.43,264.33,Berawan,Mendung
30.68,68.29,23582.63,684.88,Berawan,Hujan
34.16,59.75,53509.66,563.62,Cerah,Cerah
31.01,55.21,99095.75,762.04,Cerah,Cerah
28.36,70.23,7333.3,779.18,Mendung,Mendung
34.55,42.12,70368.39,670.24,Cerah,Mendung
31.82,56.41,20647.94,452.23,Berawan,Berawan
28.63,75.47,6567.6,148.02,Mendung,Mendung
29.35,56.43,38305.11,641.35,Berawan,Mendung
33.28,54.02,96141.3,565.97,Cerah,Cerah
35.51,51.65,95177.28,639.03,Cerah,Cerah
34.43,51.09,76703.24,393.72,Cerah,Cerah
32.75,40.48,69675.18,159.18,Cerah,Mendung
31.33,69.3,31907.32,458.73,Berawan,Berawan
22.53,86.9,1649.32,742.86,Hujan,Hujan
30.43,47.28,41566.74,223.77,Cerah,Cerah
28.4,65.18,10740.1,384.83,Berawan,Cerah
22.18,99.36,1910.45,295.55,Hujan,Hujan
34.74,51.33,83438.07,392.96,Cerah,Cerah
31.71,47.79,40038.37,426.66,Cerah,Cerah
25.35,97.13,704.02,106.14,Hujan,Mendung
22.83,98.88,795.61,172.55,Hujan,Hujan
28.32,70.74,6366.43,261.01,Mendung,Berawan
30.63,44.79,51210.94,348.82,Cerah,Cerah
28.85,72.15,11757.73,250.84,Berawan,Hujan
25.2,77.93,4330.03,299.36,Mendung,Hujan
32.69,57.34,47855.59,545.8,Cerah,Cerah
32.39,48.96,91076.93,642.96,Cerah,Cerah
29.13,72.7,21977.18,380.63,Berawan,Berawan
31.27,59.75,32516.89,715.03,Berawan,Berawan
25.77,88.48,192.57,303.63,Hujan,Mendung
30.12,55.36,33903.93,305.92,Berawan,Mendung
25.89,89.78,2380.54,520.48,Mendung,Mendung
27.15,85.04,2260.58,343.79,Mendung,Mendung
25.17,98.24,1937.78,407.35,Hujan,Hujan
26.09,81.87,3549.24,176.32,Mendung,Mendung
22.44,93.51,1863.84,138.35,Hujan,Mendung
33.54,45.51,50513.46,642.31,Cerah,Mendung
32.75,46.07,95953.29,183.05,Cerah,Mendung
25.44,77.79,3169.58,110.99,Mendung,Mendung
31.11,46.11,86437.65,417.62,Cerah,Berawan
33.67,49.47,65155.49,720.95,Cerah,Cerah
25.43,88.12,1371.25,402.16,Mendung,Berawan
30.74,69.14,16977.41,716.53,Berawan,Berawan
28.66,75.31,9062.34,172.43,Mendung,Mendung
25.25,94.06,1935.08,785.64,Hujan,Mendung
25.48,72.46,6087.72,289.07,Mendung,Mendung
23.21,86.52,1415.11,143.6,Hujan,Hujan
33.63,53.6,78575.87,702.79,Cerah,Cerah
34.07,47.84,55816.33,768.25,Cerah,Cerah
28.01,74.68,37184.13,138.81,Berawan,Mendung
28.75,86.06,4840.07,544.44,Mendung,Hujan
26.18,70.18,6700.22,179.29,Mendung,Mendung
35.92,46.36,71917.34,457.91,Cerah,Mendung
28.63,60.56,10052.9,184.01,Berawan,Berawan
30.45,56.39,25257.34,157.72,Berawan,Berawan
25.55,94.98,1329.91,272.46,Hujan,Mendung
31.29,60.57,25679.3,341.47,Berawan,Cerah
34.19,54.3,85717.76,681.34,Cerah,Cerah
26.39,83.98,1810.93,721.83,Mendung,Hujan
28.24,85.94,2148.11,732.31,Mendung,Mendung
25.61,86.91,1665.08,386.89,Hujan,Hujan
29.85,69.62,14439.52,696.79,Berawan,Berawan
24.37,93.81,1106.11,181.89,Hujan,Mendung
23.8,92.83,1081.02,584.1,Hujan,Berawan
30.42,50.68,94961.53,761.99,Cerah,Cerah
27.82,77.87,3454.01,102.37,Mendung,Mendung
30.91,64.93,23105.52,610.66,Berawan,Berawan
31.48,63.98,39377.45,771.88,Berawan,Berawan
26.68,77.81,6992.48,250.86,Mendung,Berawan
25.17,89.98,756.42,417.1,Hujan,Hujan
34.55,51.27,47200.16,472.38,Cerah,Cerah
31.46,57.55,84574.52,729.9,Cerah,Berawan
35.79,58.32,70172.53,656.58,Cerah,Cerah
23.43,98.6,617.05,553.38,Hujan,Berawan
31.01,73.74,12623.47,490.53,Berawan,Cerah
32.93,54.04,70793.2,710.47,Cerah,Cerah
28.39,57.03,31146.91,243.44,Berawan,Mendung
31.95,56.47,22016.64,130.16,Berawan,Cerah
26.74,88.39,7363.16,185.02,Mendung,Mendung
32.65,57.38,76675.27,114.3,Cerah,Cerah
26.82,77.18,3634.52,222.05,Mendung,Hujan
25.98,86.35,104.4,130.91,Hujan,Mendung
27.35,74.22,3130.48,539.62,Mendung,Hujan
33.14,52.59,81744.92,418.18,Cerah,Cerah
22.73,91.45,1970.44,308.43,Hujan,Hujan
22.17,95.82,217.74,427.8,Hujan,Hujan
27.55,80.3,6341.85,655.62,Mendung,Mendung
28.54,84.0,1939.64,379.37,Mendung,Mendung
31.03,60.17,15793.99,158.87,Berawan,Berawan
26.28,89.86,7105.84,611.05,Mendung,Berawan
31.16,69.47,18221.25,692.18,Berawan,Berawan
30.5,56.49,61468.08,325.47,Cerah,Mendung
31.85,74.58,33790.37,792.01,Berawan,Mendung
26.87,71.51,4490.43,662.48,Mendung,Hujan
23.47,94.13,1752.97,671.35,Hujan,Mendung
28.47,87.29,7239.47,537.44,Mendung,Cerah
29.96,59.49,11613.25,645.46,Berawan,Berawan
33.82,57.63,75160.98,645.02,Cerah,Cerah
27.36,70.13,7952.65,591.74,Mendung,Mendung
24.8,97.81,266.02,175.89,Hujan,Hujan
33.49,42.6,98039.15,667.99,Cerah,Cerah
27.66,87.23,9785.06,710.04,Mendung,Mendung
30.21,56.77,31885.11,521.43,Berawan,Berawan
24.37,96.38,462.36,497.75,Hujan,Hujan
35.47,55.86,50568.47,672.2,Cerah,Cerah
27.38,87.44,6192.83,341.84,Mendung,Hujan
29.5,56.26,25666.41,557.2,Berawan,Cerah
32.15,40.18,85727.26,492.07,Cerah,Mendung
25.01,96.41,1473.03,454.18,Hujan,Mendung
25.88,93.54,546.82,690.24,Hujan,Hujan
34.37,40.17,53237.43,444.34,Cerah,Cerah
30.99,42.33,72801.74,731.69,Cerah,Cerah
28.69,89.92,6398.57,123.24,Mendung,Berawan
33.47,53.12,57010.6,710.14,Cerah,Cerah
28.4,60.36,22310.05,144.91,Berawan,Mendung
22.52,88.59,1733.1,747.23,Hujan,Hujan
25.08,97.21,1084.96,738.08,Hujan,Mendung
33.25,53.79,68159.4,407.76,Cerah,Cerah
30.06,60.35,35064.41,110.29,Berawan,Berawan
31.36,67.87,28279.11,427.15,Berawan,Berawan
22.27,87.53,1603.47,553.86,Hujan,Hujan
30.6,66.4,31108.57,324.18,Berawan,Mendung
34.38,45.97,72574.13,403.35,Cerah,Cerah
23.28,92.05,1054.73,240.54,Hujan,Mendung
33.1,55.18,56949.76,347.14,Cerah,Berawan
28.38,78.02,7867.98,676.21,Mendung,Hujan
23.06,88.15,1589.44,580.11,Hujan,Hujan
30.72,59.56,17781.18,363.29,Berawan,Berawan
26.72,76.11,4288.4,377.85,Mendung,Hujan
31.41,67.03,38825.67,569.13,Berawan,Cerah
31.32,66.92,37877.47,411.7,Berawan,Hujan
25.28,73.21,4844.76,177.12,Mendung,Mendung
25.75,83.61,4546.84,656.9,Mendung,Cerah
24.83,85.92,1818.19,653.04,Hujan,Mendung
26.08,70.58,6445.91,377.02,Mendung,Mendung
26.14,85.3,5233.13,322.15,Mendung,Mendung
31.35,62.23,35793.84,384.76,Berawan,Berawan
24.91,96.39,1492.38,792.5,Hujan,Mendung
30.42,49.43,72899.92,165.04,Cerah,Cerah
25.79,81.31,5175.39,780.4,Mendung,Mendung
31.17,65.92,27422.46,659.9,Berawan,Berawan
32.88,51.68,84209.35,490.42,Cerah,Cerah
28.97,78.5,2583.49,430.35,Mendung,Berawan
24.92,90.54,1341.52,503.84,Hujan,Mendung
22.24,98.59,458.96,279.56,Hujan,Berawan
27.69,89.96,2248.64,233.93,Mendung,Berawan
24.69,85.07,1856.84,178.75,Hujan,Berawan
24.44,87.55,1819.75,240.45,Hujan,Hujan
34.6,41.58,42823.5,113.61,Cerah,Cerah
31.56,61.04,22961.53,469.54,Berawan,Cerah
29.01,55.84,12178.33,270.37,Berawan,Cerah
30.84,65.55,25436.59,161.24,Berawan,Berawan
22.5,94.0,814.37,670.85,Hujan,Mendung
31.83,70.05,15134.25,680.71,Berawan,Berawan
22.94,93.36,1918.09,715.34,Hujan,Mendung
33.92,41.06,41253.77,182.57,Cerah,Mendung
22.04,89.97,1255.46,257.99,Hujan,Hujan
31.05,41.42,64013.15,503.85,Cerah,Berawan
25.73,95.04,1832.86,780.63,Hujan,Mendung
31.61,73.31,33299.2,259.83,Berawan,Cerah
35.16,49.49,43583.4,177.55,Cerah,Berawan
28.16,76.36,6217.58,341.94,Mendung,Hujan
23.75,94.51,955.1,336.47,Hujan,Mendung
26.04,72.07,5620.55,148.79,Mendung,Berawan
28.53,72.2,6752.42,193.88,Mendung,Mendung
28.0,78.75,9393.77,542.73,Mendung,Mendung
25.45,93.46,879.56,333.07,Hujan,Mendung
34.72,47.29,99325.62,515.7,Cerah,Cerah
25.57,87.8,4112.9,208.12,Mendung,Cerah
31.71,62.51,17247.55,488.41,Berawan,Berawan
28.26,64.75,11008.41,143.86,Berawan,Mendung
