Temperature,Humidity,Light,Gas,Weather_Current,Weather_1H_Ahead
30.75,46.22,93155.33,642.45,Cerah,Berawan
27.02,89.77,5187.5,140.77,Mendung,Mendung
28.41,69.6,21617.38,649.08,Berawan,Berawan
24.89,99.12,1775.11,460.63,Hujan,Hujan
27.66,77.57,9589.81,711.92,Mendung,Mendung
28.08,69.46,10974.6,516.69,Berawan,Berawan
27.49,78.62,3593.48,522.74,Mendung,Cerah
29.72,61.41,37199.6,233.87,Berawan,Berawan
25.92,83.7,9837.07,583.77,Mendung,Hujan
26.07,86.23,1498.24,476.68,Mendung,Berawan
28.79,84.53,2977.14,414.36,Mendung,Hujan
34.28,58.49,71027.91,181.95,Cerah,Cerah
34.37,52.6,61587.36,384.07,Cerah,Mendung
23.97,99.26,828.86,397.06,Hujan,Hujan
22.26,95.59,552.6,372.07,Hujan,Mendung
23.49,85.39,521.38,646.33,Hujan,Mendung
35.9,56.82,42157.95,560.88,Cerah,Cerah
25.66,97.82,1398.03,136.63,Hujan,Hujan
22.12,86.36,1723.88,541.39,Hujan,Hujan
28.92,73.11,3030.98,248.26,Mendung,Hujan
24.7,98.62,1486.56,614.82,Hujan,Berawan
25.37,93.32,1813.1,748.34,Hujan,Berawan
28.7,87.36,5497.15,142.94,Mendung,Mendung
22.75,97.07,1937.92,288.02,Hujan,Mendung
34.18,53.44,54440.9,620.52,Cerah,Berawan
33.13,51.71,40509.73,632.7,Cerah,Berawan
27.22,70.03,3548.97,716.99,Mendung,Mendung
31.1,51.54,49290.48,349.34,Cerah,Cerah
33.94,46.82,84850.78,484.84,Cerah,Cerah
25.53,86.17,1442.93,744.03,Hujan,Mendung
25.7,92.55,1358.01,738.82,Hujan,Hujan
30.68,63.21,24121.03,134.4,Berawan,Cerah
26.42,73.54,7256.08,531.37,Mendung,Mendung
26.09,72.35,3267.98,744.53,Mendung,Mendung
33.3,58.89,52736.65,464.09,Cerah,Cerah
28.52,65.74,38097.11,315.85,Berawan,Mendung
30.42,56.14,30184.78,471.3,Berawan,Berawan
32.23,50.03,83528.09,179.26,Cerah,Cerah
31.12,70.34,39180.66,300.09,Berawan,Cerah
24.22,95.49,882.83,196.88,Hujan,Hujan
31.79,56.39,23692.4,526.78,Berawan,Cerah
29.8,70.13,33824.04,446.22,Berawan,Mendung
26.99,75.26,7519.48,232.69,Mendung,Hujan
28.36,72.3,19618.6,224.83,Berawan,Cerah
30.08,58.0,11967.37,610.59,Berawan,Berawan
23.77,90.2,1518.26,725.46,Hujan,Hujan
28.73,77.89,8134.23,295.4,Mendung,Mendung
22.99,85.95,350.25,701.12,Hujan,Hujan
25.5,85.65,595.95,713.03,Hujan,Hujan
26.24,83.88,1145.12,360.86,Mendung,Mendung
25.83,85.98,8227.33,390.68,Mendung,Mendung
24.25,96.11,1357.53,348.87,Hujan,Hujan
29.22,55.5,10117.42,259.05,Berawan,Berawan
31.27,73.6,26352.5,563.03,Berawan,Mendung
23.99,91.58,514.72,191.32,Hujan,Berawan
28.36,63.76,16922.04,303.84,Berawan,Berawan
35.33,54.91,42109.42,502.55,Cerah,Berawan
22.36,99.42,1633.8,421.74,Hujan,Mendung
32.5,43.1,79867.04,596.16,Cerah,Cerah
31.43,58.77,50265.16,179.27,Cerah,Cerah
35.12,54.75,92932.34,403.72,Cerah,Berawan
26.63,75.75,6020.91,313.02,Mendung,Berawan
28.85,73.51,2598.02,740.62,Mendung,Mendung
31.68,43.19,49843.82,299.63,Cerah,Berawan
33.36,50.4,76643.91,285.01,Cerah,Cerah
35.22,52.72,49883.85,400.88,Cerah,Cerah
28.06,61.25,27644.31,196.8,Berawan,Berawan
33.02,46.32,83754.41,712.32,Cerah,Mendung
25.45,93.46,879.56,333.07,Hujan,Mendung
31.9,49.35,57134.78,773.13,Cerah,Cerah
25.59,71.97,6218.25,539.5,Mendung,Mendung
32.6,55.99,84368.48,398.42,Cerah,Cerah
25.72,72.0,1490.61,566.57,Mendung,Hujan
28.52,59.71,37975.12,701.65,Berawan,Berawan
28.2,88.64,7932.06,623.39,Mendung,Berawan
28.79,59.27,30282.79,383.5,Berawan,Mendung
32.33,46.46,96109.51,354.33,Cerah,Cerah
30.48,58.19,39040.67,740.32,Berawan,Cerah
30.98,65.29,19929.76,686.22,Berawan,Berawan
33.59,41.43,53605.52,752.04,Cerah,Mendung
33.61,42.14,70490.13,614.83,Cerah,Mendung
27.54,71.44,9181.05,770.44,Mendung,Berawan
31.2,54.3,58897.12,314.48,Cerah,Cerah
33.02,41.66,77200.08,338.16,Cerah,Berawan
32.87,43.61,69137.84,592.92,Cerah,Cerah
31.24,46.43,67929.22,760.24,Cerah,Mendung
28.43,71.84,24485.64,561.55,Berawan,Berawan
35.58,47.67,69504.28,727.37,Cerah,Berawan
31.21,65.59,24447.67,576.4,Berawan,Mendung
24.57,88.94,199.46,261.69,Hujan,Hujan
26.51,88.07,1627.22,140.75,Mendung,Hujan
31.75,43.46,62761.94,737.58,Cerah,Cerah
28.25,87.32,2549.52,695.36,Mendung,Hujan
25.16,78.06,6842.39,588.65,Mendung,Mendung
30.62,65.23,14767.74,137.42,Berawan,Berawan
31.9,55.33,69876.92,317.02,Cerah,Berawan
33.23,40.09,44343.36,303.26,Cerah,Berawan
28.91,72.65,10603.65,626.91,Berawan,Berawan
22.37,92.02,1786.33,548.89,Hujan,Mendung
34.22,59.12,71880.4,379.8,Cerah,Mendung
28.48,78.44,7221.72,731.98,Mendung,Hujan
26.88,73.98,6415.18,142.48,Mendung,Mendung
29.17,58.35,21370.17,347.5,Berawan,Cerah
25.78,80.73,9413.4,684.47,Mendung,Hujan
28.51,70.81,8243.5,358.29,Mendung,Hujan
31.44,44.8,45002.74,749.96,Cerah,Cerah
32.73,54.12,89250.41,265.44,Cerah,Cerah
28.32,85.34,4155.78,363.77,Mendung,Mendung
30.61,53.52,54923.52,110.85,Cerah,Cerah
28.77,65.09,35969.35,268.94,Berawan,Cerah
28.58,74.56,7660.16,316.81,Mendung,Hujan
33.62,49.87,42404.15,789.03,Cerah,Cerah
22.04,97.13,592.86,545.29,Hujan,Mendung
28.34,75.3,5037.69,476.38,Mendung,Mendung
24.36,92.59,134.18,752.94,Hujan,Berawan
27.92,70.41,2846.68,440.96,Mendung,Hujan
31.82,49.35,56367.63,424.49,Cerah,Berawan
28.99,72.99,37324.73,760.32,Berawan,Berawan
23.75,94.51,955.1,336.47,Hujan,Mendung
28.62,58.66,20951.43,402.71,Berawan,Berawan
25.89,86.11,1524.48,744.81,Mendung,Hujan
30.95,61.71,32953.2,402.94,Berawan,Berawan
22.13,93.85,1095.89,298.1,Hujan,Berawan
25.36,88.46,7203.51,188.97,Mendung,Mendung
26.28,86.77,6888.07,292.8,Mendung,Hujan
22.81,99.39,1265.46,283.17,Hujan,Berawan
30.66,65.56,39083.24,606.79,Berawan,Cerah
26.63,73.83,5654.06,735.66,Mendung,Hujan
30.06,54.02,46796.19,641.02,Cerah,Cerah
31.52,63.2,24459.85,149.32,Berawan,Cerah
28.69,70.05,37347.74,487.89,Berawan,Berawan
26.95,84.77,8801.7,538.38,Mendung,Mendung
34.65,53.12,68299.79,500.14,Cerah,Cerah
34.32,55.08,53143.55,410.13,Cerah,Cerah
24.62,88.59,633.0,674.33,Hujan,Hujan
27.07,79.24,3829.91,506.68,Mendung,Mendung
31.46,64.99,23155.24,527.72,Berawan,Berawan
26.83,75.25,3175.88,438.11,Mendung,Hujan
28.23,77.13,1908.53,773.32,Mendung,Mendung
28.84,65.03,17008.74,386.69,Berawan,Berawan
32.91,49.56,68281.99,223.05,Cerah,Cerah
30.42,66.2,24592.15,453.45,Berawan,Cerah
28.55,75.26,3021.04,425.85,Mendung,Mendung
26.48,72.71,5665.6,178.83,Mendung,Hujan
29.96,63.77,32809.35,394.23,Berawan,Mendung
28.68,60.34,25273.4,203.22,Berawan,Berawan
25.43,72.02,1101.99,484.04,Mendung,Hujan
30.79,46.05,93705.11,780.44,Cerah,Berawan
24.28,90.15,1167.01,151.2,Hujan,Hujan
30.18,61.77,24203.05,529.22,Berawan,Mendung
31.01,74.36,33386.59,115.71,Berawan,Berawan
23.14,85.71,1370.24,703.94,Hujan,Mendung
23.29,91.6,1683.1,750.59,Hujan,Hujan
27.21,71.01,1394.93,604.26,Mendung,Mendung
26.3,86.34,4679.14,328.74,Mendung,Mendung
31.15,47.72,69091.52,348.5,Cerah,Cerah
22.49,87.21,156.5,150.21,Hujan,Hujan
30.57,55.17,76360.83,499.22,Cerah,Cerah
28.52,80.55,8423.53,699.63,Mendung,Hujan
35.69,56.85,83342.41,154.6,Cerah,Cerah
33.86,51.75,93747.57,557.23,Cerah,Cerah
30.56,57.58,22909.49,292.29,Berawan,Mendung
22.29,88.85,1456.41,436.01,Hujan,Mendung
35.8,50.53,58196.86,353.81,Cerah,Cerah
35.84,52.14,47195.31,324.51,Cerah,Berawan
24.13,92.24,1435.45,147.61,Hujan,Mendung
30.65,59.73,12935.71,503.31,Berawan,Berawan
28.77,80.37,4170.78,263.84,Mendung,Cerah
25.78,89.21,2283.89,456.36,Mendung,Hujan
26.96,80.25,3409.97,418.47,Mendung,Mendung
28.11,81.13,6811.83,109.46,Mendung,Berawan
31.01,55.21,99095.75,762.04,Cerah,Cerah
28.94,60.39,29643.12,373.06,Berawan,Cerah
23.49,92.4,1200.35,232.35,Hujan,Hujan
30.08,60.96,22676.18,308.84,Berawan,Cerah
24.11,91.04,1218.74,162.46,Hujan,Mendung
25.11,97.62,1201.56,533.25,Hujan,Mendung
31.9,60.73,22714.25,554.9,Berawan,Cerah
30.36,66.2,32167.85,668.83,Berawan,Cerah
30.74,60.0,11968.02,583.43,Berawan,Berawan
30.02,66.7,25395.1,446.98,Berawan,Berawan
33.58,48.48,66801.32,277.9,Cerah,Berawan
34.13,57.28,57931.79,235.09,Cerah,Cerah
22.78,95.35,841.72,391.04,Hujan,Mendung
24.11,96.01,204.71,721.51,Hujan,Hujan
32.76,43.87,52622.32,116.13,Cerah,Berawan
35.16,40.11,42110.48,738.28,Cerah,Berawan
30.81,52.9,60379.64,595.56,Cerah,Cerah
25.67,86.67,2755.98,724.83,Mendung,Mendung
30.42,72.43,39967.14,525.43,Berawan,Berawan
31.92,59.93,90733.07,527.67,Cerah,Cerah
23.49,90.75,1689.58,555.55,Hujan,Hujan
31.75,46.72,58508.15,114.03,Cerah,Cerah
32.98,53.35,40765.93,710.09,Cerah,Cerah
28.22,69.51,12431.79,601.52,Berawan,Cerah
29.68,74.23,27978.33,665.23,Berawan,Cerah
30.77,58.41,18151.23,248.91,Berawan,Berawan
35.1,44.26,80125.2,480.01,Cerah,Berawan
31.66,55.85,53514.39,577.02,Cerah,Cerah
24.43,98.96,1690.16,796.84,Hujan,Berawan
28.08,79.77,4039.47,484.49,Mendung,Mendung
30.34,47.39,70348.55,492.24,Cerah,Berawan
31.16,69.47,18221.25,692.18,Berawan,Berawan
22.34,86.79,526.71,450.14,Hujan,Hujan
22.15,87.94,1670.81,681.54,Hujan,Mendung
30.37,51.82,99353.0,216.78,Cerah,Cerah
22.95,99.13,1247.11,173.69,Hujan,Hujan
24.65,91.97,1298.12,414.72,Hujan,Mendung
31.4,51.47,89292.13,120.0,Cerah,Cerah
27.88,80.01,9046.9,743.91,Mendung,Berawan
30.93,56.88,38541.89,535.62,Berawan,Berawan
22.03,87.53,1203.51,600.07,Hujan,Hujan
24.94,90.57,1468.19,573.19,Hujan,Hujan
24.7,91.26,1488.29,465.3,Hujan,Berawan
31.78,55.96,35505.16,798.31,Berawan,Mendung
28.84,55.24,39922.69,296.75,Berawan,Berawan
31.15,61.25,37433.25,688.44,Berawan,Mendung
27.5,76.73,2900.87,319.23,Mendung,Berawan
35.04,49.46,42344.72,546.98,Cerah,Cerah
35.83,48.76,91662.0,496.1,Cerah,Cerah
26.39,83.62,4355.89,201.9,Mendung,Mendung
34.5,49.77,76193.33,327.91,Cerah,Mendung
31.53,73.44,13135.84,190.12,Berawan,Berawan
29.8,61.65,23148.96,283.89,Berawan,Cerah
24.56,86.8,1018.69,579.81,Hujan,Hujan
28.59,56.46,34369.52,626.69,Berawan,Berawan
22.44,95.82,397.21,694.96,Hujan,Hujan
28.11,80.01,4217.62,294.2,Mendung,Mendung
31.34,63.3,32946.36,222.23,Berawan,Berawan
24.11,92.76,1197.97,624.52,Hujan,Hujan
31.6,58.59,50346.78,505.74,Cerah,Cerah
25.37,85.36,7725.02,318.19,Mendung,Mendung
33.42,54.77,48491.27,717.73,Cerah,Cerah
34.07,48.29,81372.05,340.79,Cerah,Cerah
30.6,40.67,73623.94,586.38,Cerah,Berawan
27.22,85.24,5836.41,688.55,Mendung,Cerah
29.75,60.59,27455.96,138.74,Berawan,Cerah
31.69,63.52,39565.72,487.84,Berawan,Mendung
22.44,93.51,1863.84,138.35,Hujan,Mendung
35.6,50.85,71647.39,198.79,Cerah,Cerah
29.37,72.49,26916.01,461.51,Berawan,Berawan
22.31,94.06,411.47,615.17,Hujan,Mendung
23.51,91.67,188.22,109.61,Hujan,Hujan
22.63,95.32,343.56,397.75,Hujan,Mendung
34.02,59.23,76160.2,491.63,Cerah,Cerah
22.35,90.87,1455.31,561.6,Hujan,Hujan
25.15,97.61,1331.26,337.12,Hujan,Mendung
29.0,61.49,20026.46,118.02,Berawan,Berawan
28.0,78.75,9393.77,542.73,Mendung,Mendung
22.05,99.17,1029.51,339.35,Hujan,Hujan
34.07,47.84,55816.33,768.25,Cerah,Cerah
27.91,70.01,9431.68,215.17,Mendung,Berawan
29.08,71.01,23616.06,569.38,Berawan,Berawan
30.64,54.39,91274.12,279.87,Cerah,Cerah
32.49,52.3,68871.29,421.65,Cerah,Cerah
26.01,88.81,9153.5,496.76,Mendung,Mendung
33.25,54.31,73403.94,698.32,Cerah,Mendung
26.34,81.21,1855.51,240.33,Mendung,Mendung
22.14,92.92,1357.57,245.23,Hujan,Hujan
23.53,98.04,1179.81,407.66,Hujan,Berawan
30.72,71.85,16854.15,706.5,Berawan,Cerah
30.08,46.06,81879.43,653.18,Cerah,Cerah
25.54,81.42,4670.94,563.01,Mendung,Hujan
25.22,73.96,1082.81,539.08,Mendung,Mendung
22.73,91.45,1970.44,308.43,Hujan,Hujan
22.13,99.1,1794.94,474.87,Hujan,Hujan
29.74,59.49,21658.97,391.19,Berawan,Berawan
30.2,72.76,13139.82,675.85,Berawan,Cerah
28.78,79.64,6140.93,677.87,Mendung,Mendung
26.77,79.81,8638.91,594.24,Mendung,Mendung
26.66,78.16,3920.99,647.18,Mendung,Hujan
25.18,89.84,2173.17,657.25,Mendung,Mendung
28.22,83.38,7591.97,402.55,Mendung,Mendung
31.47,53.61,47275.89,179.63,Cerah,Cerah
32.62,59.44,42253.14,321.2,Cerah,Cerah
28.41,87.27,7952.7,218.18,Mendung,Hujan
31.94,59.55,42241.18,411.57,Cerah,Cerah
33.51,47.19,68521.54,354.46,Cerah,Cerah
31.26,42.9,94262.87,778.17,Cerah,Mendung
31.73,60.58,38506.34,144.28,Berawan,Berawan
25.14,97.4,1836.15,715.95,Hujan,Hujan
25.15,87.58,3834.4,190.29,Mendung,Mendung
30.77,40.52,81299.85,522.89,Cerah,Mendung
35.9,52.74,49698.26,734.09,Cerah,Cerah
32.11,48.22,41102.3,289.37,Cerah,Berawan
31.27,53.77,53183.37,407.07,Cerah,Berawan
28.36,75.95,6937.87,195.89,Mendung,Mendung
31.64,46.3,47008.25,291.21,Cerah,Cerah
23.17,95.58,1497.33,312.45,Hujan,Mendung
35.54,51.37,61823.53,629.58,Cerah,Cerah
24.7,85.85,1378.42,690.13,Hujan,Mendung
24.71,96.58,999.11,532.41,Hujan,Mendung
31.24,45.0,60187.67,512.41,Cerah,Cerah
26.62,86.52,3048.69,467.11,Mendung,Hujan
24.44,90.67,1608.4,712.09,Hujan,Hujan
26.09,87.1,4118.22,781.13,Mendung,Hujan
25.77,98.32,294.3,620.89,Hujan,Hujan
25.12,87.4,2247.87,189.12,Mendung,Berawan
25.65,94.79,1570.22,350.85,Hujan,Mendung
32.88,51.04,77906.49,279.98,Cerah,Mendung
28.75,73.06,1088.62,266.66,Mendung,Hujan
24.28,91.53,888.21,612.91,Hujan,Hujan
26.13,81.1,7573.75,473.01,Mendung,Hujan
31.88,42.84,52828.07,173.86,Cerah,Cerah
24.12,91.24,1715.72,260.79,Hujan,Mendung
32.66,51.72,98564.7,472.61,Cerah,Mendung
23.64,96.22,315.58,273.3,Hujan,Hujan
23.56,85.71,1622.23,523.07,Hujan,Mendung
28.79,67.53,30543.19,187.81,Berawan,Berawan
30.65,63.16,18413.9,611.77,Berawan,Cerah
24.38,96.91,1979.75,575.41,Hujan,Hujan
23.13,85.0,341.18,753.53,Hujan,Hujan
27.08,81.34,6050.36,432.71,Mendung,Hujan
28.25,62.92,38914.53,477.29,Berawan,Cerah
29.66,63.06,11086.22,485.8,Berawan,Berawan
29.21,73.42,19628.06,276.58,Berawan,Berawan
31.18,57.91,46335.9,594.58,Cerah,Cerah
29.54,63.05,33498.7,773.95,Berawan,Cerah
27.89,88.75,1821.26,113.65,Mendung,Hujan
29.74,58.9,34481.01,661.79,Berawan,Berawan
27.64,88.19,9841.51,238.62,Mendung,Berawan
22.38,85.1,390.59,148.29,Hujan,Hujan
25.96,92.85,488.96,334.37,Hujan,Mendung
28.49,77.9,4015.08,245.1,Mendung,Mendung
25.03,93.74,1409.1,496.91,Hujan,Hujan
26.63,88.74,4395.27,564.85,Mendung,Mendung
25.79,92.01,1762.38,667.58,Hujan,Hujan
22.06,93.37,820.98,454.58,Hujan,Hujan
31.91,69.53,37861.88,663.01,Berawan,Cerah
35.39,47.0,73079.04,351.68,Cerah,Cerah
29.69,55.09,19398.28,468.73,Berawan,Berawan
22.39,93.22,1435.2,654.89,Hujan,Hujan
28.02,61.56,29811.61,611.29,Berawan,Berawan
27.68,74.32,6317.85,739.24,Mendung,Hujan
25.21,95.74,488.05,273.04,Hujan,Hujan
23.01,99.72,1266.05,655.48,Hujan,Berawan
26.9,88.03,1312.66,323.92,Mendung,Mendung
23.46,94.17,1422.46,339.73,Hujan,Mendung
25.54,87.71,6843.06,214.48,Mendung,Cerah
32.39,40.53,60133.43,783.21,Cerah,Berawan
28.24,85.94,2148.11,732.31,Mendung,Mendung
24.04,99.54,1417.1,149.64,Hujan,Mendung
35.02,56.6,97367.97,588.79,Cerah,Cerah
34.73,45.18,82520.6,250.4,Cerah,Cerah
25.06,99.9,1540.77,655.54,Hujan,Hujan
26.08,70.58,6445.91,377.02,Mendung,Mendung
25.31,73.44,1533.01,173.78,Mendung,Berawan
22.82,91.62,223.5,677.72,Hujan,Mendung
24.23,98.55,310.89,223.99,Hujan,Mendung
32.59,55.72,67747.41,758.68,Cerah,Cerah
30.43,66.52,14908.72,187.44,Berawan,Cerah
31.87,70.06,34334.88,122.98,Berawan,Berawan
23.75,99.43,1684.86,442.79,Hujan,Hujan
23.27,89.23,1108.63,136.18,Hujan,Mendung
25.37,90.43,119.66,538.32,Hujan,Hujan
23.79,96.85,1274.86,179.17,Hujan,Mendung
24.76,94.12,1122.46,428.17,Hujan,Mendung
25.91,81.51,4810.95,460.45,Mendung,Berawan
25.27,86.59,6061.41,569.58,Mendung,Mendung
33.57,41.8,76360.9,162.74,Cerah,Mendung
22.7,85.97,1197.56,350.47,Hujan,Mendung
25.83,92.49,1869.92,508.33,Hujan,Hujan
28.33,87.02,4815.37,146.53,Mendung,Cerah
26.79,89.61,4152.45,416.53,Mendung,Berawan
25.55,89.77,415.38,622.12,Hujan,Mendung
23.01,88.42,121.9,191.24,Hujan,Mendung
27.79,70.03,8843.56,121.27,Mendung,Mendung
30.38,57.25,97689.98,272.72,Cerah,Cerah
24.91,95.04,236.45,623.12,Hujan,Berawan
23.66,87.69,1409.31,495.55,Hujan,Hujan
28.97,60.57,36894.19,545.35,Berawan,Berawan
35.67,42.83,78570.0,367.39,Cerah,Mendung
24.97,95.28,1541.89,472.88,Hujan,Hujan
31.52,48.74,71210.84,306.45,Cerah,Cerah
30.14,41.11,43144.34,735.47,Cerah,Berawan
28.34,68.0,29609.69,769.35,Berawan,Cerah
30.66,48.39,58990.11,124.91,Cerah,Cerah
24.06,88.47,444.31,667.21,Hujan,Mendung
25.76,98.01,646.35,333.16,Hujan,Mendung
31.02,46.32,65469.57,316.53,Cerah,Cerah
30.66,68.82,33609.06,181.44,Berawan,Berawan
23.15,87.78,1338.19,598.82,Hujan,Hujan
30.89,48.28,69003.52,284.46,Cerah,Cerah
32.71,48.49,49405.78,398.48,Cerah,Cerah
24.79,92.95,844.18,535.34,Hujan,Hujan
25.07,81.14,8086.14,478.93,Mendung,Mendung
31.71,59.12,84046.51,563.19,Cerah,Berawan
31.22,68.18,21941.65,459.54,Berawan,Mendung
31.38,57.31,39080.84,771.74,Berawan,Berawan
32.48,48.11,80773.11,146.97,Cerah,Cerah
26.03,83.28,4774.49,775.79,Mendung,Mendung
23.94,93.13,1846.17,729.94,Hujan,Mendung
35.72,48.88,50482.52,239.06,Cerah,Cerah
28.28,68.55,15184.6,341.15,Berawan,Cerah
28.63,61.25,13177.47,113.05,Berawan,Mendung
28.49,85.26,5617.69,569.52,Mendung,Hujan
27.95,82.03,6899.08,106.07,Mendung,Hujan
32.09,50.41,79322.99,392.85,Cerah,Berawan
28.29,87.59,5389.47,541.45,Mendung,Berawan
24.56,98.16,894.45,737.71,Hujan,Hujan
31.61,62.89,39433.94,631.32,Berawan,Berawan
28.64,74.92,15399.99,451.78,Berawan,Mendung
25.34,97.0,756.38,281.73,Hujan,Mendung
30.7,59.43,11043.98,386.47,Berawan,Cerah
27.22,88.94,5543.87,720.97,Mendung,Mendung
23.7,89.13,603.57,475.33,Hujan,Mendung
35.56,51.77,64464.35,555.82,Cerah,Berawan
28.91,66.68,21143.9,414.24,Berawan,Berawan
26.58,89.07,5366.19,781.65,Mendung,Cerah
32.99,51.08,73530.45,594.92,Cerah,Cerah
25.1,71.27,2989.71,458.71,Mendung,Mendung
25.24,76.51,2293.19,596.95,Mendung,Mendung
35.43,59.98,99232.87,717.17,Cerah,Cerah
30.34,61.31,12608.19,256.07,Berawan,Cerah
22.1,96.86,122.61,305.21,Hujan,Berawan
31.85,66.79,24135.18,501.38,Berawan,Mendung
30.51,70.69,29444.4,623.74,Berawan,Mendung
24.01,86.02,1474.8,664.18,Hujan,Mendung
31.33,69.85,35396.84,144.71,Berawan,Cerah
25.53,92.44,695.18,627.57,Hujan,Mendung
35.66,56.64,77403.42,566.0,Cerah,Cerah
29.14,58.52,32299.99,276.45,Berawan,Berawan
23.13,92.21,951.19,184.55,Hujan,Mendung
27.4,78.38,4886.59,137.75,Mendung,Mendung
24.47,96.41,1013.37,752.1,Hujan,Hujan
22.79,88.77,429.79,770.48,Hujan,Hujan
23.54,96.09,893.51,615.66,Hujan,Mendung
30.09,72.97,14931.78,662.88,Berawan,Berawan
31.57,50.76,94456.98,692.5,Cerah,Cerah
29.65,73.95,13791.1,781.58,Berawan,Cerah
25.09,90.27,1642.76,323.67,Hujan,Mendung
33.4,49.44,69749.17,612.57,Cerah,Cerah
23.37,99.47,1067.52,539.29,Hujan,Mendung
23.61,87.05,1062.86,188.58,Hujan,Mendung
26.97,76.78,2322.18,486.51,Mendung,Hujan
23.66,96.52,176.97,186.04,Hujan,Mendung
22.35,85.55,1278.55,306.01,Hujan,Berawan
26.43,81.54,4080.39,158.71,Mendung,Hujan
25.87,95.54,359.77,391.69,Hujan,Mendung
32.35,45.24,60582.64,387.49,Cerah,Berawan
31.12,68.33,19263.57,304.71,Berawan,Berawan
30.29,51.47,91217.8,269.35,Cerah,Berawan
22.5,87.78,1072.83,794.57,Hujan,Hujan
31.68,64.41,10869.9,582.87,Berawan,Berawan
31.98,63.4,28238.73,173.33,Berawan,Berawan
28.27,87.22,6540.62,108.93,Mendung,Mendung
25.8,79.04,7226.62,546.17,Mendung,Mendung
24.69,85.07,1856.84,178.75,Hujan,Berawan
31.66,58.39,34522.37,753.26,Berawan,Mendung
31.92,56.21,81382.09,607.41,Cerah,Cerah
26.6,73.69,4559.32,222.26,Mendung,Hujan
22.04,87.1,711.95,505.01,Hujan,Berawan
26.3,73.16,4046.74,114.36,Mendung,Mendung
24.51,94.57,1294.57,487.61,Hujan,Hujan
28.78,55.56,34150.45,113.67,Berawan,Mendung
33.08,56.58,66627.01,499.6,Cerah,Cerah
28.36,83.06,5520.47,605.04,Mendung,Cerah
28.66,57.47,39401.56,375.6,Berawan,Cerah
28.43,59.12,14426.56,657.86,Berawan,Cerah
23.56,89.7,978.49,373.05,Hujan,Hujan
31.24,60.32,16453.62,677.76,Berawan,Hujan
30.31,60.49,34722.83,103.73,Berawan,Berawan
35.25,40.53,73718.88,249.98,Cerah,Cerah
29.06,65.39,23516.1,108.15,Berawan,Berawan
34.82,50.63,51206.85,397.89,Cerah,Cerah
24.39,89.12,251.33,400.72,Hujan,Hujan
24.58,95.31,807.8,283.69,Hujan,Hujan
24.55,93.3,121.64,587.56,Hujan,Mendung
24.75,92.69,971.45,549.62,Hujan,Hujan
23.91,89.44,1078.37,215.76,Hujan,Hujan
33.38,40.95,42473.67,275.56,Cerah,Cerah
27.52,76.81,3710.43,504.76,Mendung,Mendung
28.04,88.55,5124.55,561.61,Mendung,Hujan
28.3,57.08,34387.85,127.21,Berawan,Berawan
28.18,72.26,5801.69,170.89,Mendung,Hujan
30.26,57.29,39909.72,397.89,Berawan,Berawan
28.98,66.21,10652.17,464.4,Berawan,Berawan
31.38,69.71,16351.5,201.7,Berawan,Berawan
29.7,63.34,29913.95,442.88,Berawan,Berawan
25.81,92.75,1656.3,482.99,Hujan,Berawan
31.99,60.85,20733.55,759.14,Berawan,Berawan
28.8,73.45,35579.98,642.42,Berawan,Berawan
22.71,97.37,624.63,751.26,Hujan,Mendung
28.55,85.03,4805.82,462.01,Mendung,Mendung
27.87,80.47,1406.04,753.41,Mendung,Mendung
29.88,61.62,32648.21,330.55,Berawan,Cerah
35.12,56.05,42482.46,365.22,Cerah,Cerah
32.93,54.04,70793.2,710.47,Cerah,Cerah
28.26,80.39,7944.14,465.89,Mendung,Berawan
27.86,72.71,3621.64,201.3,Mendung,Hujan
32.96,45.31,82261.18,661.94,Cerah,Cerah
23.3,92.13,1245.33,790.19,Hujan,Hujan
23.0,90.97,913.42,716.17,Hujan,Hujan
31.85,63.32,28032.48,596.86,Berawan,Hujan
33.21,53.79,80754.82,276.6,Cerah,Cerah
27.64,76.46,5331.47,532.15,Mendung,Mendung
30.38,55.63,15108.07,543.05,Berawan,Berawan
29.63,63.18,26325.4,480.43,Berawan,Berawan
31.27,67.82,19311.94,559.28,Berawan,Cerah
33.96,48.04,94538.85,546.55,Cerah,Berawan
22.88,92.45,626.3,474.43,Hujan,Mendung
31.71,45.42,91324.49,122.32,Cerah,Cerah
33.61,50.92,75418.79,754.26,Cerah,Cerah
26.72,78.16,2025.51,573.3,Mendung,Mendung
31.97,59.54,19324.9,788.97,Berawan,Mendung
22.06,99.01,1638.6,686.05,Hujan,Berawan
24.15,87.3,1060.61,389.24,Hujan,Hujan
24.4,92.15,1872.41,153.26,Hujan,Hujan
31.71,62.51,17247.55,488.41,Berawan,Berawan
23.61,85.35,725.89,475.81,Hujan,Hujan
25.16,94.52,1112.15,374.77,Hujan,Mendung
25.6,98.91,864.96,723.21,Hujan,Mendung
30.72,41.97,85447.75,256.47,Cerah,Cerah
23.47,85.28,291.01,447.35,Hujan,Hujan
22.06,97.62,1075.65,197.41,Hujan,Mendung
26.96,79.01,2794.43,315.36,Mendung,Cerah
24.87,98.15,510.97,665.03,Hujan,Hujan
28.68,70.5,13891.19,417.63,Berawan,Berawan
26.32,73.57,7887.99,650.43,Mendung,Mendung
